school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,GR
2,1,15,2,2,1,1,1,5,5,3,1,4,2,0,2,1,2,1,1,1,2,1,5,4,5,2,4,4,8,8
2,1,15,1,1,1,3,3,4,4,2,2,1,2,0,2,1,2,1,1,1,1,2,5,3,3,1,1,5,0,11
2,1,17,2,2,1,2,1,5,5,4,1,3,1,0,2,2,2,1,1,2,2,1,5,5,5,5,5,3,8,9
2,2,16,2,2,1,4,4,1,1,3,1,2,3,0,2,2,2,1,1,1,1,1,4,2,2,1,1,4,6,16
2,2,15,2,2,1,1,2,5,3,3,1,2,1,0,2,2,2,2,1,1,2,2,5,1,2,1,1,1,3,12
2,2,16,2,2,1,2,3,5,3,3,1,3,2,0,2,1,2,2,1,1,1,2,4,5,4,1,2,1,2,15
2,1,16,2,2,1,1,2,5,5,3,2,2,2,0,2,2,2,2,1,1,2,2,4,3,3,1,1,5,0,11
2,2,16,2,2,1,2,2,5,5,3,1,3,2,0,2,1,2,2,1,1,1,2,4,4,5,1,1,4,4,10
2,2,16,1,2,1,1,2,5,3,3,1,1,3,1,2,1,2,2,1,1,2,2,1,3,2,1,2,4,0,9
2,2,16,1,2,1,1,2,5,3,3,1,1,3,1,2,1,2,2,1,1,2,2,1,3,2,1,2,4,3,8
2,2,15,1,2,1,2,1,4,5,1,1,1,2,0,1,1,2,2,2,1,1,2,4,4,2,3,3,2,0,9
2,2,16,1,2,1,1,1,4,5,3,2,1,2,0,2,1,2,2,2,1,2,1,5,4,3,2,1,2,0,14
2,1,17,2,1,1,1,2,4,3,2,1,1,1,0,2,1,2,1,1,1,1,2,5,5,5,5,5,3,4,11
2,2,16,2,2,1,1,1,5,5,1,2,4,4,0,2,1,2,2,2,1,1,2,4,3,2,1,1,1,0,12
2,2,16,2,2,1,1,1,4,5,4,2,4,3,0,1,1,2,2,1,1,2,2,4,4,3,1,1,5,2,10
2,2,15,2,2,1,1,1,4,5,1,2,2,2,0,2,1,2,1,1,1,1,2,4,3,3,1,1,2,1,11
2,2,16,2,2,1,1,1,4,5,4,1,2,1,0,2,2,2,1,1,1,1,1,4,2,2,4,3,2,0,13
2,2,15,2,2,1,1,1,4,4,3,2,3,2,0,2,1,2,2,1,1,2,2,4,2,1,1,2,2,0,14
2,2,15,2,1,1,2,2,5,5,4,2,1,3,0,1,1,2,2,1,1,2,2,4,4,3,2,2,5,2,12
2,1,16,2,2,1,1,1,4,5,4,2,2,1,0,2,2,2,1,1,1,2,2,3,4,4,3,4,5,6,11
2,2,18,1,2,1,1,2,5,5,3,2,1,2,1,2,1,2,1,1,1,1,1,3,4,4,2,3,5,9,8
2,1,15,1,2,1,3,1,5,3,1,1,2,1,0,2,1,2,2,1,1,2,2,3,2,3,1,3,4,0,10
2,2,16,2,2,1,2,2,5,3,3,2,3,2,0,2,1,2,1,1,1,1,2,5,3,4,1,1,2,1,14
2,1,15,1,2,1,2,2,2,5,2,1,3,1,0,2,2,2,2,1,1,2,2,4,3,3,1,2,4,1,13
2,1,16,1,2,1,4,4,5,1,3,2,1,2,0,2,1,2,1,1,1,2,1,4,3,1,1,1,3,0,13
2,2,15,2,2,1,3,3,3,5,2,1,1,2,0,2,1,2,2,1,1,1,1,4,5,4,1,1,1,4,12
2,2,16,2,2,1,2,2,4,5,3,1,2,2,1,2,1,2,1,2,1,2,2,4,4,4,2,3,5,2,12
2,2,16,2,1,1,2,2,5,5,1,2,3,1,0,2,1,2,1,1,1,2,1,4,3,2,1,1,4,0,15
2,1,16,1,1,1,2,1,4,3,3,1,2,1,0,2,1,2,1,1,1,1,2,2,4,3,2,3,4,4,9
2,1,15,2,1,1,1,3,4,5,2,2,3,1,0,2,1,2,1,1,1,1,2,4,2,4,3,5,3,2,11
2,2,15,1,2,1,2,2,5,3,3,1,2,3,0,2,1,2,1,1,1,2,2,5,3,2,1,1,4,0,13
2,2,16,2,1,1,2,1,5,5,1,1,1,1,0,2,1,2,2,1,1,1,1,5,4,3,1,1,5,2,9
2,1,15,1,2,1,3,3,3,3,3,2,2,1,0,2,1,2,1,2,1,1,2,4,3,3,2,4,3,11,11
2,2,16,2,2,1,1,1,4,5,3,2,2,2,3,1,1,2,2,1,1,2,2,3,4,3,1,1,1,0,7
2,2,17,1,2,1,2,2,5,4,3,1,1,1,0,2,1,2,1,1,2,2,2,4,5,3,1,1,5,4,9
2,2,19,1,2,1,2,3,4,3,3,3,1,1,1,2,2,2,2,1,2,1,1,4,4,4,1,1,2,0,9
2,2,17,2,2,1,2,1,4,5,3,1,3,1,0,2,1,2,1,1,2,2,1,5,5,3,1,1,3,2,10
2,2,15,2,1,1,1,1,4,5,3,1,2,1,0,2,1,2,2,1,2,2,1,5,2,1,1,3,4,0,9
2,2,16,2,2,1,2,2,5,5,3,2,3,2,0,2,1,2,2,1,2,1,2,3,4,5,1,2,1,1,10
2,2,16,1,1,2,2,2,5,5,1,1,1,1,0,2,1,2,2,1,2,2,2,4,3,4,1,2,1,6,7
2,2,17,2,2,1,2,2,4,5,3,1,2,2,0,2,1,2,2,1,1,1,2,4,3,5,1,2,4,0,11
2,2,16,1,2,1,2,2,5,3,3,2,1,1,1,2,1,1,1,2,1,1,2,4,4,3,1,4,3,1,10
2,2,18,2,1,2,3,2,5,5,3,3,2,3,2,2,1,2,2,2,2,2,1,3,3,2,1,1,2,6,9
2,2,19,1,2,1,1,1,4,3,3,1,1,3,1,2,2,2,1,1,2,2,1,5,3,1,1,1,3,6,8
2,1,18,2,2,1,1,1,5,5,1,1,2,1,1,2,2,2,1,1,2,1,2,4,4,3,3,4,4,0,9
2,2,18,2,2,1,1,1,4,4,3,1,2,1,1,2,2,2,2,2,2,1,1,3,2,3,1,1,2,4,10
2,2,19,1,2,1,1,1,5,5,3,3,2,2,1,2,1,2,2,1,1,1,1,1,1,4,4,1,1,12,8
2,2,16,2,2,2,2,2,2,5,3,1,1,2,0,2,2,2,2,2,1,2,1,3,3,2,1,1,3,2,9
2,2,17,1,2,1,0,1,5,4,3,2,2,1,0,2,2,2,1,2,1,2,2,2,4,4,3,5,5,5,9
2,2,16,2,1,1,1,2,4,5,3,1,1,2,0,2,2,2,1,1,2,1,2,4,4,5,1,3,3,0,9
2,2,16,1,2,1,3,3,5,5,2,1,1,1,0,2,2,2,1,1,2,1,1,4,5,4,1,1,4,0,13
2,2,16,2,1,1,1,1,3,3,1,1,1,1,0,2,1,2,1,1,1,1,1,4,4,4,2,2,4,2,14
2,1,17,1,2,1,3,3,3,4,3,1,2,4,1,2,1,1,1,1,1,2,2,5,4,5,3,4,5,0,10
2,2,16,1,2,1,2,1,5,3,3,1,1,2,0,2,1,2,1,1,1,1,2,5,3,3,1,1,1,0,14
2,2,16,1,2,1,2,2,3,5,3,1,1,1,0,2,1,1,1,1,1,2,1,4,2,5,1,2,5,0,16
2,1,17,1,2,1,1,2,5,5,3,2,1,1,1,2,1,2,1,1,2,1,1,5,3,5,5,5,1,12,7
2,1,16,1,1,1,4,3,5,5,3,2,1,1,0,2,2,2,1,1,1,1,2,4,2,5,1,5,5,8,13
2,1,17,2,1,1,2,2,3,3,4,1,3,4,1,2,1,2,2,1,1,2,2,1,3,5,3,5,3,2,9
2,2,16,1,2,1,1,1,5,5,3,3,1,4,0,1,1,2,1,1,1,1,2,2,2,1,1,1,5,0,14
2,2,19,1,1,1,2,2,5,5,1,1,1,3,0,2,2,2,2,1,1,1,1,5,4,5,1,1,1,0,13
2,2,17,2,2,1,1,1,4,5,2,1,2,1,0,2,1,2,1,2,1,1,1,4,4,5,1,2,5,0,11
2,2,20,1,2,1,3,3,4,3,4,1,2,2,1,2,2,2,1,1,1,1,1,3,3,4,2,4,3,8,10
2,2,17,1,1,1,1,1,5,3,3,2,1,3,0,2,1,2,2,1,1,2,1,4,3,3,1,1,3,0,11
2,1,17,2,2,1,2,2,5,5,3,1,3,1,1,2,1,2,2,2,1,1,2,4,4,5,1,2,5,0,9
2,2,16,2,1,1,1,1,4,5,3,2,3,2,0,2,1,2,2,1,1,2,2,5,3,2,1,1,1,0,17
2,2,17,2,2,1,2,2,5,5,2,1,2,2,0,2,1,2,1,1,1,2,2,5,3,2,1,1,1,0,16
2,2,17,1,2,2,1,0,5,5,4,1,2,2,0,2,2,2,2,1,1,1,1,4,4,5,1,1,4,1,10
2,2,18,2,2,1,1,1,4,5,4,1,1,2,1,2,1,2,2,1,1,1,1,4,3,2,1,1,5,9,7
2,2,16,1,2,1,3,1,5,5,3,1,1,1,0,2,2,2,1,1,1,1,2,3,1,3,1,3,1,0,7
2,2,16,1,2,1,3,2,3,4,3,1,1,1,0,2,2,2,2,1,1,1,2,3,1,3,1,4,3,2,7
2,2,18,1,1,1,1,1,5,4,2,1,2,2,0,1,2,2,2,1,1,2,2,2,3,5,1,4,3,8,9
2,2,16,2,2,1,4,4,2,1,2,2,1,2,0,2,2,2,1,2,1,1,1,4,3,3,2,3,2,0,15
2,2,16,2,1,1,1,2,5,5,2,1,2,1,0,2,2,2,1,1,1,1,2,5,4,5,1,4,2,0,14
2,2,18,1,2,2,2,4,5,3,2,2,1,2,1,2,1,2,2,1,1,1,2,2,3,2,1,3,1,8,7
2,1,16,2,2,1,2,1,5,3,2,1,2,2,0,2,2,2,1,1,1,1,2,5,2,1,1,1,2,0,5
2,2,16,1,1,1,1,1,4,5,4,1,3,2,0,2,1,2,2,1,1,1,2,4,3,2,1,3,5,6,7
2,2,16,2,2,1,2,3,4,3,4,1,2,2,0,2,1,2,1,1,1,1,2,3,3,3,1,1,2,0,9
2,2,16,1,2,1,4,4,2,2,3,1,1,2,0,2,1,2,2,1,1,1,1,4,3,4,1,2,3,4,8
2,1,18,1,1,1,4,4,4,2,1,1,1,4,0,2,1,2,1,1,2,1,1,5,5,5,5,5,5,2,6
2,2,16,2,1,1,3,4,4,5,4,1,3,2,0,2,1,2,2,2,1,2,2,4,2,1,1,1,2,2,8
2,1,17,1,1,1,4,4,5,3,1,1,1,3,0,2,1,2,2,1,1,1,2,4,4,3,1,2,5,0,15
2,2,17,2,2,1,4,1,5,5,4,1,1,1,0,2,2,2,2,1,1,1,1,4,2,3,1,2,5,1,14
2,1,16,1,1,1,2,2,3,3,4,1,4,3,0,2,2,2,2,1,1,2,2,5,1,3,2,2,3,0,10
2,2,17,2,2,1,2,2,4,5,4,1,1,1,0,2,1,1,2,1,1,1,2,5,1,3,1,2,5,5,9
2,2,16,1,1,1,4,4,3,3,4,2,2,1,0,2,1,2,2,1,1,2,2,5,1,3,1,2,5,1,11
2,1,17,1,2,1,3,3,3,3,1,1,1,1,0,2,1,2,1,1,1,1,2,4,1,4,5,5,3,8,9
2,1,17,1,2,1,1,1,4,3,4,1,3,2,0,2,2,2,2,1,1,1,1,5,1,3,3,3,1,0,10
2,1,16,1,2,1,2,1,2,3,4,1,2,2,0,2,2,2,2,2,1,1,1,4,2,2,1,4,5,2,8
2,2,16,1,1,1,2,1,5,3,4,1,1,2,0,2,2,2,2,1,1,1,1,3,2,2,1,1,3,0,15
2,1,16,1,1,1,4,4,1,2,4,2,1,1,0,2,1,2,2,1,1,1,2,4,1,2,2,5,5,0,12
2,1,15,2,2,1,1,2,5,3,3,1,3,2,0,2,1,2,1,1,1,2,2,5,5,5,1,3,5,11,10
2,1,15,1,1,2,2,2,5,5,2,1,3,4,0,2,1,2,1,1,1,2,2,5,4,5,2,3,5,8,14
2,1,15,1,1,2,2,1,3,3,3,1,1,1,0,2,2,2,1,1,1,1,2,4,3,3,1,2,5,11,12
2,2,16,2,1,1,2,2,5,5,3,1,1,3,0,2,1,2,2,2,1,2,1,4,3,3,2,2,5,2,11
2,2,16,1,1,1,4,1,5,5,1,1,2,2,0,2,1,2,1,1,1,1,2,1,2,4,2,2,1,8,10
2,2,17,1,2,1,3,2,4,5,1,1,2,1,0,2,2,2,2,1,1,2,1,4,3,3,2,2,1,5,10
2,2,17,2,2,1,2,2,5,5,4,1,2,2,0,1,2,1,2,1,1,2,2,5,1,3,1,1,5,0,10
2,2,16,1,2,1,4,4,1,3,3,1,2,3,0,2,1,2,2,1,1,1,1,5,3,5,1,4,5,1,11
2,1,17,2,2,1,4,4,2,5,3,2,3,1,3,2,2,2,1,1,1,1,1,3,3,3,1,3,5,2,9
2,1,17,2,1,1,1,3,5,5,3,2,2,1,0,2,2,2,1,1,1,2,1,5,1,2,3,3,5,2,12
2,1,17,1,2,1,3,4,3,5,4,1,1,2,1,2,1,2,1,2,1,1,1,5,4,4,3,4,5,8,8
2,2,17,1,2,1,4,4,2,2,3,2,1,2,0,2,1,2,2,1,1,1,2,5,2,5,1,1,5,0,15
2,1,16,2,1,1,4,1,5,4,4,2,1,1,0,2,2,2,2,1,1,1,2,4,1,2,2,1,2,0,11
2,2,17,1,2,2,1,1,4,4,4,1,1,2,0,2,2,2,1,1,1,1,1,4,5,5,1,2,3,2,11
2,2,17,2,2,1,4,2,5,5,3,1,2,2,0,1,1,2,2,2,1,1,2,4,3,3,2,3,5,0,18
2,1,16,1,1,2,2,2,5,3,3,2,2,2,0,2,1,2,2,2,1,1,1,4,1,2,2,2,5,0,13
2,1,17,1,2,1,3,2,5,5,4,2,2,2,0,2,1,1,2,1,1,1,2,4,1,2,2,2,1,0,13
2,1,19,1,2,1,1,1,5,5,4,1,1,2,2,2,1,2,1,1,2,1,2,4,4,3,3,4,4,2,9
2,1,17,1,1,2,1,0,5,5,1,1,1,1,0,2,2,2,2,1,1,2,1,4,1,2,1,1,5,4,11
2,2,17,2,2,1,1,1,4,4,3,2,2,1,0,2,1,2,1,1,2,1,1,3,5,5,2,2,4,3,10
2,2,16,2,2,1,1,2,5,5,1,2,1,3,0,1,1,2,2,2,1,1,1,4,3,4,1,1,3,5,13
2,1,16,2,1,1,1,2,5,4,3,1,1,1,0,2,2,2,2,1,1,2,2,4,4,4,2,4,5,4,10
2,2,17,2,2,1,3,1,5,5,3,1,2,2,3,2,1,2,1,2,1,1,1,5,4,4,1,1,5,2,9
2,1,17,2,2,1,2,2,5,5,3,1,2,1,0,2,2,2,1,1,2,2,1,5,5,5,3,5,5,0,10
2,1,18,2,2,1,1,0,4,4,3,3,3,1,1,1,1,2,2,1,1,2,2,4,3,2,1,1,4,0,12
2,1,17,2,2,1,1,1,5,3,3,1,2,1,0,2,1,2,1,2,1,1,1,4,5,5,1,3,2,0,10
2,1,18,1,1,1,1,1,4,4,3,1,2,2,0,2,1,2,1,1,1,2,2,4,3,3,1,4,5,6,10
2,2,16,2,1,1,2,2,5,3,3,2,1,2,0,2,2,2,1,1,1,2,1,5,4,3,1,1,1,0,12
2,1,17,1,2,1,2,2,5,5,3,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,3,5,0,2
2,1,16,2,2,1,3,2,3,5,3,2,2,1,0,2,2,2,2,1,1,1,2,4,5,5,2,3,5,2,10
2,1,16,2,1,1,1,1,4,5,3,1,2,1,0,2,2,2,1,1,1,1,2,4,5,5,2,4,5,0,10
2,1,18,2,2,1,1,1,3,5,3,3,2,1,1,2,1,2,2,1,2,1,1,5,3,3,2,3,5,2,8
2,1,18,2,2,1,3,2,3,5,3,1,1,1,1,2,2,2,2,1,2,1,2,2,3,1,2,2,5,0,1
2,1,19,1,2,1,3,2,4,3,3,1,2,1,3,2,2,2,1,1,1,2,2,3,2,1,1,1,3,4,9
2,1,18,1,2,1,3,3,4,4,3,1,1,2,2,2,1,2,1,1,2,1,2,4,4,5,1,3,3,9,7
2,1,16,2,2,1,2,2,3,3,3,1,2,1,0,2,1,2,1,1,1,1,1,5,4,3,2,4,4,6,8
2,1,19,1,2,1,2,1,4,5,3,3,2,1,3,2,2,2,1,2,2,1,1,4,4,3,1,3,5,4,9
2,2,16,1,2,2,3,2,3,4,3,1,2,2,2,2,1,2,1,1,1,2,1,2,5,5,1,1,1,8,6
2,2,17,1,2,1,1,1,5,4,3,1,1,1,0,2,1,2,1,1,1,2,2,4,3,2,1,2,5,9,9
2,1,20,2,2,1,1,1,5,5,3,3,2,1,1,2,1,2,2,1,2,1,1,4,4,3,2,4,4,12,10
2,2,18,2,2,2,4,3,3,3,3,1,1,1,0,2,1,2,2,1,1,1,2,5,4,4,3,4,2,8,10
2,1,18,2,2,1,3,2,5,5,3,1,2,1,0,2,1,2,2,2,1,1,2,2,5,5,5,5,5,8,10
2,1,19,2,2,1,1,1,5,3,1,3,3,2,1,2,2,2,2,1,1,1,2,5,4,4,3,3,2,8,10
2,1,17,1,2,1,3,3,2,5,3,1,2,2,1,2,1,2,2,1,1,1,2,4,5,4,2,3,3,4,9
2,1,18,1,1,1,1,3,4,3,3,1,1,1,0,2,2,2,2,1,2,1,1,4,3,3,2,3,3,0,9
2,1,19,2,2,1,1,1,5,5,1,3,3,1,1,2,1,2,2,1,1,1,2,4,4,4,3,3,5,4,9
2,2,18,1,2,2,1,2,4,5,3,1,2,2,2,2,1,2,2,1,1,2,2,4,3,3,1,1,5,2,7
2,2,19,1,1,2,1,1,4,5,3,1,1,1,0,2,1,2,2,1,2,2,2,1,4,4,1,1,5,0,7
2,2,18,2,2,1,2,2,5,5,4,1,2,1,1,2,2,2,2,1,2,1,1,5,5,5,1,1,3,0,5
2,2,17,2,2,1,0,0,4,5,3,1,2,1,0,2,1,2,2,1,1,1,2,4,4,3,1,1,5,0,11
2,2,17,2,1,2,3,1,5,4,3,3,2,3,0,2,1,1,2,1,2,2,2,4,2,3,2,2,3,5,8
2,2,17,1,2,1,4,2,1,3,1,1,1,2,0,1,1,2,1,1,1,1,2,5,5,5,1,3,5,0,5
2,2,18,2,1,1,2,2,3,3,3,1,1,2,1,2,1,2,1,1,1,1,2,2,3,3,1,2,4,3,7
2,2,17,1,2,1,4,1,2,4,3,1,1,1,0,2,1,2,2,1,1,2,1,3,2,2,1,1,5,0,9
2,2,17,1,1,1,1,2,4,5,3,2,1,1,0,2,2,2,2,1,1,1,2,5,5,1,1,1,3,0,9
2,2,18,1,2,1,1,1,5,5,3,1,3,2,2,2,2,2,1,1,1,2,1,3,4,4,2,2,5,3,7
2,2,18,1,2,1,2,2,3,4,2,2,2,2,0,2,2,2,1,2,1,1,2,4,3,5,1,1,1,2,13
2,2,17,1,2,1,3,3,3,3,3,1,2,1,0,2,1,2,2,1,1,1,2,4,4,3,1,1,4,0,12
2,2,18,1,1,2,1,2,4,5,2,1,2,2,0,2,2,2,2,1,1,1,2,4,4,3,1,2,4,0,13
2,2,18,1,2,1,4,4,1,1,2,1,2,2,0,2,2,2,1,2,1,1,2,4,3,5,1,2,1,0,18
2,1,18,1,1,1,4,4,3,5,2,1,1,1,0,2,1,2,1,1,1,1,2,5,4,5,1,1,5,3,17
2,2,17,1,2,1,4,2,5,5,3,1,2,2,0,2,1,2,2,1,1,1,2,4,3,3,1,2,4,0,18
2,2,18,2,2,1,2,2,4,5,3,1,3,2,1,2,2,2,1,1,1,2,1,4,3,3,1,1,4,0,3
2,1,18,1,1,1,1,2,4,3,1,1,2,1,0,2,1,2,2,2,1,2,2,4,1,4,5,5,1,8,11
2,1,18,2,2,1,4,4,4,3,4,1,3,1,0,2,1,1,1,1,1,1,1,2,5,5,1,1,1,5,13
2,1,17,2,2,1,1,1,5,3,4,2,3,1,0,2,2,2,2,2,2,2,2,4,2,3,3,4,4,4,13
2,2,18,1,2,1,2,2,5,5,3,1,2,2,0,2,1,2,2,2,1,1,1,1,3,1,1,1,2,4,9
2,2,18,1,1,1,2,2,3,3,3,2,2,3,0,2,2,2,2,1,1,1,1,5,4,5,1,4,3,0,12
2,2,18,2,1,2,4,2,1,5,2,1,1,2,0,2,2,2,1,1,1,1,1,5,3,1,1,1,5,0,2
2,2,18,1,2,1,1,1,4,3,3,1,3,2,1,2,2,2,2,1,2,2,2,4,4,2,1,2,2,2,10
2,2,19,1,2,1,1,1,4,3,4,2,2,1,1,2,2,2,2,1,2,2,2,5,5,5,2,3,2,0,2
2,2,17,1,2,1,4,2,1,5,3,2,2,4,0,2,2,2,2,1,1,1,1,4,2,3,3,1,5,0,18
2,2,17,2,1,2,2,1,3,5,2,1,2,2,0,2,2,2,1,1,1,1,1,5,3,3,1,2,2,5,11
2,2,18,1,1,2,1,1,4,3,3,1,1,2,0,2,2,2,2,1,1,2,1,5,2,3,1,2,3,2,10
2,2,18,1,2,1,1,2,4,4,3,2,2,2,0,2,1,2,2,1,2,2,2,4,1,1,1,1,4,0,11
2,2,19,2,2,2,1,1,4,4,3,3,2,2,3,2,1,2,1,1,2,2,1,3,5,4,1,4,1,0,3
2,2,18,2,2,1,2,2,3,5,1,1,2,3,0,2,2,2,2,1,1,1,1,4,2,1,1,1,4,5,14
2,1,17,2,2,1,4,3,3,5,1,1,2,2,1,2,1,1,1,2,1,1,1,4,5,5,1,3,2,4,11
2,2,18,1,2,1,3,3,3,3,3,2,1,2,0,2,1,2,2,1,1,2,1,5,3,4,1,1,5,0,10
2,2,17,2,2,1,4,4,1,3,4,2,2,2,0,2,1,1,1,1,1,1,2,4,3,3,1,2,5,2,12
2,2,17,1,1,2,3,2,3,5,2,1,2,2,0,2,2,2,2,1,1,2,1,1,2,3,1,2,5,0,15
2,1,18,1,1,1,1,1,5,3,1,2,2,1,0,2,2,2,2,2,1,1,1,3,3,2,1,2,3,2,14
2,2,18,1,1,1,1,1,4,3,3,2,2,3,0,2,2,2,2,1,1,1,2,5,3,2,1,1,4,0,18
2,2,18,2,1,2,1,2,4,5,3,1,3,2,0,2,2,2,2,1,1,2,1,4,3,4,1,4,5,0,15
2,2,18,1,2,1,3,3,3,3,4,1,2,2,0,2,1,2,2,1,1,1,1,4,3,2,1,3,3,6,13
2,2,17,1,1,1,4,4,4,4,3,1,1,2,0,2,1,2,1,1,1,1,1,2,3,4,1,1,1,4,15
2,2,17,2,2,1,1,2,5,3,3,2,2,2,0,2,2,2,2,2,1,2,2,3,2,2,1,2,3,0,13
2,1,18,2,2,1,1,3,4,5,3,1,2,2,0,2,1,1,2,1,1,2,2,3,3,4,2,4,3,0,9
2,1,18,1,1,1,4,4,1,3,4,1,2,3,0,2,2,2,2,1,1,1,1,4,2,2,2,2,5,0,16
2,2,17,2,2,1,1,1,5,3,2,1,3,1,1,2,1,2,2,1,1,1,1,5,2,1,1,2,1,0,8
2,2,18,1,2,1,2,3,4,3,3,2,2,1,0,2,1,2,2,1,1,1,1,5,2,3,1,2,4,0,10
2,2,18,2,2,1,4,4,5,1,4,2,3,2,0,2,1,2,2,2,1,1,1,3,2,2,4,2,5,0,4
2,1,18,2,1,1,1,2,4,3,4,2,3,1,0,2,1,2,1,1,2,1,1,4,3,3,2,3,3,3,10
2,2,17,1,2,1,2,2,5,4,1,1,1,3,0,2,2,2,1,1,1,2,1,3,4,3,1,1,3,8,11
2,2,17,2,2,1,1,2,5,5,3,1,1,1,0,2,2,2,1,1,1,1,2,3,5,5,1,3,1,4,8
2,2,18,2,1,1,4,4,5,5,2,1,2,3,0,2,2,2,2,1,1,1,2,5,4,4,1,1,1,0,16
2,2,18,2,2,1,1,1,5,5,1,1,4,3,0,2,2,2,2,1,1,1,2,4,3,2,1,2,4,4,11
2,2,19,2,2,1,1,1,4,5,3,3,2,2,1,2,1,2,2,1,1,1,1,4,3,3,1,1,3,4,8
2,2,18,2,1,1,4,4,1,3,3,1,1,2,0,2,2,2,1,1,1,1,2,5,4,3,3,4,2,1,14
2,2,18,1,2,1,3,3,5,5,1,1,1,2,0,2,2,2,2,1,1,1,1,4,1,3,1,2,1,1,16
2,2,17,2,2,1,3,1,4,5,2,1,1,2,0,2,1,2,1,2,1,1,2,4,5,4,2,3,1,10,9
2,1,18,1,2,1,4,4,1,1,1,2,1,2,0,2,2,2,1,2,1,1,2,3,2,4,1,4,2,4,18
2,1,18,2,2,1,2,1,5,5,4,1,2,1,0,2,2,2,1,2,1,1,1,4,4,3,1,3,5,0,5
2,1,17,1,2,1,2,3,5,3,1,2,2,2,0,2,2,2,1,1,1,1,2,4,4,3,1,1,3,4,15
2,1,19,2,2,1,1,1,5,3,4,1,2,1,1,2,2,2,2,1,1,2,2,4,3,2,1,3,5,0,4
2,1,18,2,2,1,4,2,5,5,1,2,2,1,1,2,2,1,2,1,1,2,2,5,4,3,4,3,3,0,5
2,2,18,2,2,1,2,2,4,5,4,1,2,3,0,2,2,2,2,1,1,2,2,5,3,3,1,3,4,0,15
2,2,17,1,2,1,4,3,1,5,4,1,2,2,0,2,2,2,2,1,1,1,2,5,5,4,1,1,1,0,9
2,2,18,2,2,1,4,4,1,4,2,1,3,1,0,2,1,2,1,1,1,1,1,4,4,3,2,2,5,4,9
2,2,19,2,2,1,2,3,3,5,3,1,1,3,1,2,2,2,1,2,1,1,2,5,4,2,1,2,5,4,10
2,2,18,1,1,1,3,1,1,3,3,1,1,2,0,2,1,2,2,1,1,1,2,4,3,4,1,1,1,4,15
2,2,18,1,2,1,1,1,5,5,3,1,2,2,0,2,2,2,1,1,1,2,2,1,1,1,1,1,5,6,11
2,1,17,1,1,1,3,1,3,3,3,1,2,1,0,2,2,2,2,2,1,1,2,2,4,5,3,4,2,6,10
2,1,18,2,1,1,3,2,3,5,3,1,3,1,0,2,2,2,2,2,1,1,2,4,4,1,3,4,5,4,11
